arrival_s,class_name,input_tokens,cached_input_tokens,output_tokens,thinking_tokens,max_output_tokens,observed_latency_s
75.51358724073327,chat,315,38,398,0,435,
76.25790148947368,chat,265,32,138,0,435,
78.29840997383765,chat,845,508,234,0,435,
79.88543630000726,chat,1080,577,410,0,435,
79.91490650684113,rag,7646,1376,324,0,653,
81.3549692830298,chat,617,74,288,0,435,
82.15468852093443,chat,592,71,78,0,435,
82.57452085451045,reasoning,2179,131,537,401,870,
86.7490368616237,chat,721,87,101,0,435,
87.18297478287369,reasoning,1055,63,165,127,870,
87.58937562143855,chat,1036,124,285,0,435,
88.93374678169717,reasoning,1151,69,543,402,870,
89.25923936849293,rag,757,136,242,0,653,
89.47275042108824,chat,922,111,53,0,435,
91.22441720366514,chat,715,322,73,0,435,
91.63444248898695,chat,840,101,284,0,435,
91.9476020069133,rag,1012,673,210,0,653,
92.18804171918092,chat,380,46,50,0,435,
92.42908839138175,chat,891,107,206,0,435,
93.45400775879475,chat,784,94,118,0,435,
94.12786525933873,chat,1000,120,132,0,435,
94.63498105116574,chat,345,41,165,0,435,
95.95065159427575,chat,634,76,282,0,435,
96.44655302478725,chat,902,108,223,0,435,
97.17391021358178,chat,697,84,107,0,435,
97.35222856905845,chat,1034,124,90,0,435,
97.54565898771497,rag,865,156,318,0,653,
97.68177148150613,chat,567,68,137,0,435,
99.49716558375736,chat,692,83,198,0,435,
99.71759995061537,rag,2257,406,336,0,653,
99.93071620261897,chat,716,346,271,0,435,
100.04881073758752,chat,740,89,410,0,435,
100.3272443056259,reasoning,3063,184,447,214,870,
101.61041832687071,reasoning,1379,83,833,245,870,
102.27160396593607,rag,548,352,292,0,653,
102.5598831677849,chat,1043,125,157,0,435,
103.07898539045974,rag,4316,777,113,0,653,
105.62754309421855,chat,585,70,165,0,435,
105.62974573152455,chat,298,161,312,0,435,
107.28229465653335,reasoning,1230,74,820,507,870,
108.06255941193537,rag,1015,183,303,0,653,
108.494315675955,rag,1538,277,356,0,653,
109.12590865952151,reasoning,1940,116,257,220,870,
110.72111477757997,chat,248,30,78,0,435,
115.84917929874003,reasoning,1444,87,515,129,870,
116.51333560335871,rag,3168,1854,129,0,653,
117.23479218631755,reasoning,1131,68,613,229,870,
118.00804802315515,reasoning,1648,99,459,190,870,
118.1728036461245,chat,737,88,182,0,435,
120.77200056648267,chat,462,172,392,0,435,
120.91284976654202,rag,1533,276,362,0,653,
121.09132574727545,rag,3713,1677,265,0,653,
122.62577735922136,chat,656,79,192,0,435,
123.90933343375089,chat,436,52,233,0,435,
125.15319765829715,chat,426,203,73,0,435,
125.88902166653509,rag,1405,253,184,0,653,
126.11395452469216,chat,639,77,131,0,435,
126.18587948531403,chat,839,101,202,0,435,
126.32717218671974,chat,442,53,92,0,435,
126.41125132629327,chat,507,61,184,0,435,
126.64796567398587,rag,1913,344,387,0,653,
126.72974566028938,chat,656,79,358,0,435,
127.102820596155,chat,494,257,200,0,435,
127.34648828218812,chat,739,89,196,0,435,
127.43035550824561,reasoning,3101,186,444,123,870,
128.04125578638636,chat,730,88,299,0,435,
128.37479192585957,chat,344,186,195,0,435,
130.19203690341942,reasoning,1122,67,426,53,870,
131.6821236557855,chat,410,49,78,0,435,
131.94061320655786,chat,993,119,62,0,435,
132.81814262837946,reasoning,1310,79,225,202,870,
133.67667506504208,rag,2360,425,303,0,653,
134.19382894465437,chat,225,81,410,0,435,
134.53094789894695,chat,529,63,195,0,435,
134.67318363856026,rag,2631,474,317,0,653,
135.03194901279906,chat,687,287,145,0,435,
135.43150282640508,reasoning,1850,111,300,390,870,
135.51420868765717,chat,700,84,117,0,435,
135.62277390649396,chat,635,76,153,0,435,
136.13455100457483,chat,558,67,205,0,435,
137.72305355680422,chat,519,310,170,0,435,
138.26378664134162,chat,421,239,152,0,435,
138.74421137265776,rag,1869,336,261,0,653,
138.8530586575566,chat,1236,148,102,0,435,
140.6960273980966,chat,870,104,174,0,435,
141.3000331894758,reasoning,2136,128,763,745,870,
141.9158858981771,rag,1114,201,275,0,653,
141.91691707221645,reasoning,1697,102,282,363,870,
142.0519141991634,chat,703,84,153,0,435,
142.46421237756527,rag,1625,292,216,0,653,
142.50915603204965,rag,5086,915,215,0,653,
142.64132007897268,rag,1222,220,90,0,653,
143.74664399649632,chat,597,72,214,0,435,
144.18231083578561,reasoning,1536,92,410,782,870,
144.9116449904851,rag,3002,540,169,0,653,
145.12903886075728,rag,2456,1781,232,0,653,
146.077482692682,chat,602,72,114,0,435,
146.28467606321874,chat,471,57,131,0,435,
146.38835902049863,rag,2484,1447,280,0,653,
146.78498229913296,chat,399,48,117,0,435,
147.59353518323428,rag,1303,930,257,0,653,
150.56056386410884,reasoning,1742,105,254,114,870,
150.62171493501944,chat,1141,137,98,0,435,
151.08049343465663,chat,414,152,74,0,435,
151.40943064324816,rag,881,159,328,0,653,
152.14227387113002,reasoning,1097,66,614,73,870,
153.16633338123148,rag,2328,419,156,0,653,
156.48615903009167,chat,351,42,141,0,435,
156.62059940570163,chat,2350,929,85,0,435,
157.00814634268716,chat,417,50,220,0,435,
157.04412826245715,reasoning,1715,103,335,132,870,
157.4350875026637,rag,1445,260,630,0,653,
157.60805040250523,chat,577,69,296,0,435,
158.14426360903659,reasoning,1242,75,244,28,870,
158.40549945609172,rag,1800,324,207,0,653,
158.56701747533336,reasoning,1998,120,299,171,870,
158.71452704034436,chat,869,352,117,0,435,
159.0670398794936,chat,338,41,190,0,435,
159.64587309178083,chat,451,54,223,0,435,
160.34308195226077,chat,1617,194,114,0,435,
160.51705931279514,chat,884,106,134,0,435,
161.0963641854098,chat,854,102,242,0,435,
161.30202870428752,chat,977,117,50,0,435,
161.98034382910768,chat,1154,138,116,0,435,
162.86044497612644,chat,542,211,340,0,435,
163.48950774615224,chat,319,38,235,0,435,
164.9994999850464,rag,4150,747,228,0,653,
165.27244653588542,chat,450,54,159,0,435,
165.66687367742907,rag,3742,674,417,0,653,
166.94629355956826,rag,945,170,293,0,653,
167.44816515302972,chat,1143,137,174,0,435,
167.51151259810246,chat,361,43,118,0,435,
167.99189264671463,reasoning,2820,169,358,826,870,
169.5569682061505,reasoning,893,54,184,96,870,
169.85477098295289,chat,578,69,170,0,435,
170.9187679156909,chat,629,75,166,0,435,
171.7112491430255,chat,745,89,86,0,435,
173.9276945687772,rag,3723,670,260,0,653,
174.05734333840886,chat,810,97,100,0,435,
174.99196660414884,chat,827,99,138,0,435,
175.7928094803255,chat,1183,142,66,0,435,
175.92958001932178,rag,3221,1393,182,0,653,
176.13815849871477,chat,2337,280,335,0,435,
176.61467464941882,chat,871,105,79,0,435,
176.64205024419996,chat,634,76,95,0,435,
178.80482547971064,chat,977,117,166,0,435,
178.8539759073989,chat,435,52,65,0,435,
179.07671745141755,chat,1517,182,297,0,435,
181.67663607712038,rag,1570,283,366,0,653,
182.30019915793602,reasoning,2019,121,759,340,870,
183.38755790754374,chat,590,71,80,0,435,
183.39311484418175,chat,964,116,157,0,435,
184.2992526030026,chat,791,95,277,0,435,
185.54632004548472,chat,1102,132,148,0,435,
185.68314476798236,reasoning,1855,111,414,605,870,
187.78667458328783,chat,972,117,79,0,435,
188.25724697970074,chat,427,51,303,0,435,
188.41813610222894,chat,776,93,239,0,435,
188.62094290593214,chat,605,73,128,0,435,
189.97829031348124,rag,3394,611,322,0,653,
190.3811063393855,chat,279,33,201,0,435,
190.91330248818238,chat,231,28,191,0,435,
190.93735566967118,rag,1278,1022,348,0,653,
191.06187885197815,chat,1401,168,147,0,435,
192.6004698338428,reasoning,1337,80,352,231,870,
192.80470752513492,chat,694,390,238,0,435,
195.37948654204786,chat,767,92,155,0,435,
195.84521263179764,rag,1789,1142,187,0,653,
196.37025507141067,reasoning,1784,107,429,164,870,
197.0292666052678,chat,528,63,74,0,435,
197.93440122226423,rag,2984,537,386,0,653,
199.24289153922754,reasoning,2554,153,347,241,870,
200.00816510584102,chat,714,244,145,0,435,
201.15532585395314,reasoning,1995,120,597,181,870,
202.39488017476828,rag,1214,219,189,0,653,
202.4101094416624,chat,450,54,223,0,435,
202.71328874612493,chat,612,73,197,0,435,
203.28412698340938,chat,275,33,71,0,435,
203.33405885138703,chat,265,32,68,0,435,
204.24915174924513,rag,948,171,226,0,653,
204.3398694113877,chat,343,41,171,0,435,
205.16780408184115,chat,1933,232,263,0,435,
205.26925381636212,reasoning,607,36,391,165,870,
205.34723616903813,chat,422,51,154,0,435,
205.56543077281813,chat,1145,137,122,0,435,
205.88560611727078,rag,2276,1745,207,0,653,
206.42011093233498,rag,1377,248,328,0,653,
207.55707653511143,chat,148,18,173,0,435,
207.5731551268759,chat,1035,124,157,0,435,
209.02919040230896,reasoning,376,23,338,256,870,
210.42407973256425,chat,1370,164,89,0,435,
211.8816238393135,rag,2336,420,184,0,653,
212.77564640731617,chat,520,62,199,0,435,
213.08244621040654,rag,1477,266,291,0,653,
213.29981407149847,reasoning,877,53,407,506,870,
213.56828200651614,chat,305,37,142,0,435,
214.10178646379697,rag,552,99,260,0,653,
214.84402622924836,chat,1456,175,108,0,435,
214.8811610966127,reasoning,4110,247,337,382,870,
214.93751306385352,rag,3044,548,201,0,653,
215.5106421925311,rag,1406,253,366,0,653,
216.03735057969507,rag,1702,306,104,0,653,
216.62657304811225,reasoning,3388,203,329,78,870,
216.92749254763584,reasoning,1850,111,253,318,870,
217.81044924375527,chat,515,62,199,0,435,
220.8608573052025,chat,400,48,258,0,435,
221.15194102247705,rag,1044,188,349,0,653,
221.36579274207207,rag,2930,527,325,0,653,
221.63051959643067,rag,1513,272,237,0,653,
221.6844033093593,chat,485,58,114,0,435,
222.28150186808423,rag,762,137,217,0,653,
223.8666283552214,chat,533,64,190,0,435,
224.41087001431902,reasoning,734,44,315,337,870,
227.1426244809089,rag,1610,290,210,0,653,
228.13046581839674,chat,812,97,128,0,435,
229.18527735621632,chat,678,81,177,0,435,
229.28518209158827,chat,462,55,75,0,435,
230.9234716493696,chat,434,52,180,0,435,
231.396384731331,chat,257,31,77,0,435,
231.80420222883265,rag,4579,2320,130,0,653,
232.47623162344894,reasoning,2472,148,270,62,870,
232.53142506233405,chat,690,83,106,0,435,
232.9603562453835,rag,1085,683,169,0,653,
234.2238828161094,rag,2456,442,275,0,653,
234.33860984701892,chat,444,53,197,0,435,
235.29325527703892,rag,1487,268,153,0,653,
235.42443858996145,reasoning,887,53,517,653,870,
235.5680941606568,chat,658,79,158,0,435,
235.6571859175792,rag,781,598,190,0,653,
236.73210986163534,chat,619,74,93,0,435,
236.75310562567878,rag,2918,525,260,0,653,
237.09662023774206,reasoning,700,179,352,144,870,
237.8092329462101,rag,578,104,317,0,653,
238.0289564638884,chat,701,84,139,0,435,
238.49285553586378,chat,1033,124,148,0,435,
239.5447452795487,chat,914,434,218,0,435,
240.78205931128204,chat,558,67,170,0,435,
241.55424196820826,reasoning,1557,93,416,495,870,
241.84720283261848,chat,1291,155,131,0,435,
243.656405797842,chat,502,60,190,0,435,
243.93877091789324,chat,1126,135,89,0,435,
244.28488070733587,chat,465,194,178,0,435,
244.42837103621088,chat,422,51,207,0,435,
245.0960586388359,chat,546,66,48,0,435,
245.28226013565887,chat,378,218,70,0,435,
245.30939549287535,reasoning,1581,95,466,216,870,
245.32753568783968,chat,493,59,128,0,435,
245.50556305310394,rag,1668,749,189,0,653,
245.65609734672873,chat,372,184,94,0,435,
245.8273569679172,chat,743,89,255,0,435,
246.74501185120434,reasoning,1939,497,307,114,870,
247.38330966453915,chat,872,105,211,0,435,
247.55812564629514,chat,944,113,82,0,435,
247.62272405567174,chat,625,75,176,0,435,
247.995211209634,chat,890,107,266,0,435,
248.0661348280166,reasoning,1612,97,417,248,870,
250.7929660579426,chat,504,60,128,0,435,
251.0025768263272,chat,397,48,130,0,435,
251.0550699974041,chat,407,49,230,0,435,
252.31491124596718,rag,6961,1253,180,0,653,
252.36824282083379,chat,639,77,37,0,435,
252.60401021661173,chat,234,103,210,0,435,
252.9014223552144,chat,557,67,130,0,435,
253.07069197760518,chat,1011,507,276,0,435,
253.2131616544152,chat,1284,154,62,0,435,
253.26876215882925,reasoning,1747,373,254,75,870,
254.66911731240725,chat,539,65,148,0,435,
255.8587360845196,chat,762,91,198,0,435,
255.93971615618221,rag,1668,300,292,0,653,
256.3254265244678,chat,573,69,107,0,435,
256.47826688661974,reasoning,1218,181,588,408,870,
256.47897609737663,chat,957,115,162,0,435,
257.8466098699994,chat,259,31,170,0,435,
258.9244960973342,chat,480,188,163,0,435,
260.5875561919643,rag,730,131,246,0,653,
260.60700780902164,rag,1204,217,119,0,653,
260.7926850838413,chat,546,66,134,0,435,
261.09418040168197,rag,2746,1691,141,0,653,
261.38523947579114,chat,664,80,129,0,435,
262.06144405278417,chat,1104,132,150,0,435,
262.1779674696655,rag,1674,301,124,0,653,
262.3581863796207,rag,899,162,193,0,653,
262.7970287079884,chat,812,284,273,0,435,
262.83927003057084,chat,724,87,270,0,435,
264.3649255813403,chat,679,81,100,0,435,
266.0415891269486,chat,621,75,398,0,435,
266.3881159327963,chat,934,112,196,0,435,
266.4635879950707,reasoning,1618,97,578,286,870,
266.55465160312394,rag,1469,264,159,0,653,
267.7667542377536,chat,1378,463,210,0,435,
268.4180760994521,rag,1699,871,441,0,653,
268.4199855995294,chat,240,136,143,0,435,
268.54980909805613,chat,392,47,158,0,435,
268.5825004742152,rag,2913,524,260,0,653,
269.16766066752484,chat,633,76,250,0,435,
269.21141641519256,reasoning,2101,126,379,211,870,
270.1122462540885,reasoning,2895,174,394,68,870,
271.353536699083,chat,1130,136,232,0,435,
272.1517017208114,chat,878,105,111,0,435,
272.7649207249342,chat,427,51,138,0,435,
273.1127596211839,chat,517,62,115,0,435,
273.2852247967525,rag,1335,683,344,0,653,
273.38006250086687,reasoning,1772,106,403,530,870,
274.55767166243936,rag,1904,343,125,0,653,
274.583176018895,chat,865,104,75,0,435,
274.7793892855847,rag,994,179,199,0,653,
275.4141602765688,chat,471,240,196,0,435,
276.64567186281204,chat,700,84,142,0,435,
276.64870787390134,reasoning,1220,347,653,446,870,
276.6868607798755,chat,453,54,221,0,435,
277.44817477341036,chat,767,92,41,0,435,
278.8041582176256,rag,2356,424,139,0,653,
279.7278390232149,chat,820,464,194,0,435,
279.8448662863744,chat,184,22,107,0,435,
279.9265430100501,chat,1384,166,262,0,435,
280.40495986664433,chat,1454,747,126,0,435,
280.78124874239563,chat,296,123,119,0,435,
281.23886813504515,chat,246,30,295,0,435,
281.4102030452519,chat,556,67,140,0,435,
281.4198737126142,reasoning,3026,182,598,202,870,
281.5318168356349,reasoning,1853,111,233,100,870,
282.6352786991905,rag,964,733,207,0,653,
282.934466815464,chat,236,28,120,0,435,
283.12442034448964,chat,887,321,200,0,435,
283.62920516770737,reasoning,2857,171,517,257,870,
284.89658817096233,rag,1514,730,367,0,653,
287.5285411006837,reasoning,950,57,281,59,870,
288.26149240352936,reasoning,2951,177,507,261,870,
288.40461926399234,chat,1392,167,170,0,435,
291.07681773239887,rag,1144,206,276,0,653,
292.5641569303091,chat,610,376,132,0,435,
293.5684921856766,rag,2538,457,238,0,653,
294.268238873435,chat,1244,149,170,0,435,
295.9014794826068,chat,458,55,318,0,435,
297.24241779199207,chat,321,139,204,0,435,
297.67312557902517,chat,517,62,91,0,435,
298.0717267333032,reasoning,1538,92,407,130,870,
298.361144157534,chat,433,152,129,0,435,
298.5310595481899,rag,2140,385,207,0,653,
299.12022226360307,chat,747,90,204,0,435,
299.89417956977144,chat,1005,121,95,0,435,
300.1198638421287,rag,2021,364,223,0,653,
300.9466722676966,chat,366,44,306,0,435,
301.31603859990184,chat,335,40,258,0,435,
302.17086425702865,chat,915,110,142,0,435,
302.61281045340075,rag,4686,2889,176,0,653,
305.1597868863067,reasoning,1214,73,350,471,870,
308.9893971277434,chat,526,63,245,0,435,
309.8612936343734,rag,2556,1330,318,0,653,
310.029630127658,rag,2519,453,307,0,653,
310.47442207914474,reasoning,1153,69,564,267,870,
311.39700470595,chat,875,537,410,0,435,
311.4032896328753,rag,2691,484,343,0,653,
312.02986816772864,chat,458,55,182,0,435,
312.6352294886183,chat,425,256,174,0,435,
312.9452431943265,chat,891,107,113,0,435,
312.9958536120828,chat,1153,483,119,0,435,
313.14797723170886,rag,1409,254,177,0,653,
313.24785136054226,chat,977,558,93,0,435,
314.0842727628754,chat,1103,132,162,0,435,
314.4841386657504,chat,561,67,177,0,435,
314.61076816237846,reasoning,819,49,334,233,870,
315.17482306324644,rag,1465,264,93,0,653,
316.66471942796136,rag,1546,902,241,0,653,
318.5572988633666,rag,724,130,342,0,653,
320.11811779997623,reasoning,2387,143,340,100,870,
320.1842021634614,rag,795,143,253,0,653,
320.46739380373475,chat,752,90,281,0,435,
320.87038523916834,chat,739,375,189,0,435,
321.5004884477852,reasoning,2274,136,595,275,870,
323.3205250665491,chat,420,237,197,0,435,
323.8378639981329,rag,1900,342,304,0,653,
324.4003963641722,chat,829,99,238,0,435,
325.8368514763106,reasoning,1186,71,443,120,870,
326.3454701968686,rag,3297,593,212,0,653,
326.96950868633394,chat,1423,171,83,0,435,
327.1969238735625,chat,549,66,182,0,435,
327.5751809801478,chat,615,221,410,0,435,
327.69034154011655,chat,568,298,88,0,435,
329.09173661610066,chat,1095,673,120,0,435,
329.8063777118659,chat,640,77,113,0,435,
330.67471332578594,chat,420,50,57,0,435,
331.621581067248,chat,309,148,277,0,435,
332.13343759595784,chat,271,33,86,0,435,
332.57390750245065,chat,412,49,89,0,435,
332.85676533601713,chat,590,71,214,0,435,
333.75192976710053,reasoning,1267,76,450,125,870,
334.1336699926546,chat,477,57,92,0,435,
334.2704693579945,chat,907,109,234,0,435,
334.44775986689996,chat,1925,231,119,0,435,
334.55426934375373,rag,1471,784,265,0,653,
334.81892434485985,reasoning,2635,158,321,156,870,
336.3331224921337,chat,782,94,158,0,435,
336.7354564447336,chat,326,39,207,0,435,
337.7930284255401,rag,754,456,155,0,653,
337.96529733461324,chat,749,90,139,0,435,
338.3292963329231,chat,510,61,82,0,435,
339.37109901362595,chat,575,69,198,0,435,
340.87668341828135,chat,1302,156,277,0,435,
341.3219868236285,rag,968,768,216,0,653,
342.20878231660913,reasoning,1064,64,619,699,870,
342.21468569958597,chat,998,120,335,0,435,
342.7523204001761,chat,938,113,274,0,435,
342.9565604694152,rag,1581,285,371,0,653,
343.07294448149185,rag,658,118,183,0,653,
343.1215779587179,rag,4384,789,312,0,653,
343.6612193327361,chat,405,211,106,0,435,
344.80035071446724,chat,909,109,245,0,435,
344.92932475457934,chat,770,392,135,0,435,
345.71769682036745,chat,890,321,138,0,435,
345.99621940448594,rag,2161,1620,259,0,653,
347.79747233931744,rag,3016,543,190,0,653,
348.1175327419678,chat,328,39,289,0,435,
348.1528594737869,chat,718,428,98,0,435,
348.43385867781814,reasoning,4061,244,261,569,870,
349.2940184606489,rag,1278,889,193,0,653,
350.6615244549572,rag,1561,954,216,0,653,
350.66362979939754,chat,715,376,277,0,435,
351.119451295521,chat,547,66,166,0,435,
351.7686540112392,chat,1020,122,122,0,435,
351.8995215662464,rag,1683,303,317,0,653,
354.8465972987773,rag,2913,524,98,0,653,
355.52527255560466,reasoning,2630,158,577,251,870,
355.6441504577232,rag,1860,335,339,0,653,
357.27381911550265,chat,402,48,91,0,435,
357.4046324563653,chat,367,44,319,0,435,
360.23439942760547,chat,725,87,242,0,435,
360.27101065877724,chat,1039,515,128,0,435,
361.98738824912067,reasoning,2046,123,554,448,870,
362.1409034039335,chat,523,63,191,0,435,
362.25173592738844,chat,703,84,138,0,435,
363.89482671774186,chat,245,29,76,0,435,
364.88062512696473,chat,850,102,62,0,435,
364.9883539305907,reasoning,1191,71,458,92,870,
365.5285702342801,rag,2062,371,308,0,653,
365.6142499736427,chat,757,91,76,0,435,
365.7480227483872,chat,236,28,187,0,435,
365.76774525867796,chat,763,453,113,0,435,
366.90008537344966,rag,1203,217,332,0,653,
368.84025443366727,rag,1092,197,205,0,653,
368.8697134070333,reasoning,572,34,172,88,870,
369.5244003628388,chat,240,29,202,0,435,
369.83346183779895,rag,2333,1531,291,0,653,
370.9479350325467,reasoning,2740,786,392,214,870,
371.4310958108349,chat,1185,142,50,0,435,
371.7260993295122,rag,2078,374,106,0,653,
372.59458134489415,chat,479,57,180,0,435,
373.34094754830625,rag,1280,230,348,0,653,
373.6007525277927,chat,469,56,103,0,435,
373.8680427531251,chat,832,100,200,0,435,
375.17783689690043,chat,639,77,75,0,435,
376.3255960783711,chat,1319,158,96,0,435,
376.5208544998407,reasoning,2719,163,589,385,870,
377.0755625005897,chat,852,102,161,0,435,
378.65021591422715,reasoning,3936,236,451,426,870,
378.8921140689574,chat,510,308,90,0,435,
379.0277967367688,reasoning,1047,63,347,384,870,
379.7752572565564,chat,1233,148,166,0,435,
380.610008365385,rag,1395,251,224,0,653,
381.90927564689827,reasoning,646,39,196,192,870,
382.0899772961825,chat,593,71,170,0,435,
382.5363718179856,chat,1070,128,202,0,435,
382.6393599942987,chat,227,27,128,0,435,
382.8783926929287,chat,336,40,226,0,435,
383.77696792428276,chat,654,78,157,0,435,
386.1635491276173,rag,1973,1169,206,0,653,
386.5338798578167,chat,948,114,158,0,435,
386.74811100835257,chat,670,80,185,0,435,
386.9114594097828,chat,692,83,199,0,435,
388.195109057571,chat,444,53,44,0,435,
389.9294227350705,chat,676,313,257,0,435,
390.4974013432951,chat,502,60,155,0,435,
390.7938591410917,chat,461,55,174,0,435,
392.6810940245624,rag,1151,921,401,0,653,
393.29776410476535,reasoning,2250,135,374,233,870,
393.4708988944831,chat,1054,126,106,0,435,
393.4770486206728,rag,1012,182,180,0,653,
393.72424452291517,rag,649,117,283,0,653,
394.0951357199545,rag,2543,458,175,0,653,
394.6864844110781,rag,1441,259,233,0,653,
394.7975186859776,chat,521,198,175,0,435,
395.762870336814,rag,1299,234,145,0,653,
396.1077316437231,reasoning,5062,304,224,82,870,
396.13946437105716,chat,979,117,203,0,435,
396.801516362544,chat,561,67,146,0,435,
396.8882865733181,chat,455,55,193,0,435,
396.9986320186807,chat,817,98,108,0,435,
397.88396391597064,chat,1042,125,269,0,435,
398.47347492275,rag,1916,345,424,0,653,
399.6646863449111,reasoning,1901,380,333,314,870,
401.1332178121056,reasoning,2200,132,415,298,870,
401.36103422102485,rag,1718,768,212,0,653,
401.58594581130063,rag,1003,181,195,0,653,
402.4277291821815,rag,1413,254,176,0,653,
402.5300815704751,reasoning,1085,65,210,250,870,
402.6548351344769,reasoning,894,54,521,225,870,
403.55620134900624,chat,1458,175,199,0,435,
403.5847237985839,rag,2277,410,215,0,653,
405.15454717401326,chat,1450,174,371,0,435,
405.506902212134,chat,677,81,147,0,435,
406.2779942992048,rag,1777,320,162,0,653,
406.34275764908494,chat,674,81,161,0,435,
406.4288899066934,chat,576,347,206,0,435,
406.7405046522641,chat,587,246,149,0,435,
406.9988765859376,reasoning,2035,122,671,418,870,
408.1917088770853,reasoning,972,58,273,467,870,
408.2347871203295,chat,392,47,98,0,435,
408.2455751273121,reasoning,733,44,374,204,870,
409.3580891958714,rag,2909,1778,300,0,653,
409.72508127085274,reasoning,3938,236,368,183,870,
410.05813909430884,reasoning,1133,68,402,230,870,
410.5566413888646,chat,661,243,236,0,435,
410.7461875811455,chat,1191,143,134,0,435,
410.95997969252676,chat,510,61,193,0,435,
414.05749937230024,chat,447,54,221,0,435,
414.5784018473592,chat,1445,173,117,0,435,
414.6863840155138,reasoning,1287,77,433,79,870,
414.92041956510866,chat,577,69,204,0,435,
416.0540520233643,rag,2413,434,134,0,653,
416.36162735223684,reasoning,409,25,470,313,870,
417.40680910883515,chat,575,69,145,0,435,
417.9506407732248,rag,2175,392,279,0,653,
419.12897168132173,chat,978,117,93,0,435,
420.1655872383646,chat,1236,148,272,0,435,
